Size	CRDC	DBSCAN	K-Means	RDC	Random	TDC	
1000	Result(algorithm=CRDC, size=1000, topics=15, minScore=0.34, tp=9404, tn=865286, fp=0, fn=125310, precision=1.0, recall=0.06980714699288863, clusters=393, totalSimilarities=1000000, calculatedSimilarities=10404, minimumSimilarities=134714, time=58)
Result(algorithm=DBSCAN, size=1000, topics=15, minScore=0.34, tp=105810, tn=186328, fp=678958, fn=28904, precision=0.13482965666286087, recall=0.7854417506717936, clusters=2, totalSimilarities=1000000, calculatedSimilarities=785788, minimumSimilarities=134714, time=1921)
Result(algorithm=K-Means, size=1000, topics=15, minScore=0.34, tp=70398, tn=846958, fp=18328, fn=64316, precision=0.7934314631562338, recall=0.5225737488308565, clusters=15, totalSimilarities=1000000, calculatedSimilarities=839726, minimumSimilarities=134714, time=304)
Result(algorithm=RDC, size=1000, topics=15, minScore=0.34, tp=100650, tn=830870, fp=34416, fn=34064, precision=0.7451912398383013, recall=0.7471383820538325, clusters=14, totalSimilarities=1000000, calculatedSimilarities=136066, minimumSimilarities=134714, time=208)
Result(algorithm=Random, size=1000, topics=15, minScore=0.34, tp=2908, tn=846436, fp=18850, fn=131806, precision=0.13365199007261697, recall=0.021586472081595084, clusters=44, totalSimilarities=1000000, calculatedSimilarities=22758, minimumSimilarities=134714, time=29)
Result(algorithm=TDC, size=1000, topics=15, minScore=0.34, tp=15144, tn=858280, fp=7006, fn=119570, precision=0.6837020316027088, recall=0.11241593301364372, clusters=183, totalSimilarities=1000000, calculatedSimilarities=23150, minimumSimilarities=134714, time=32)
